Coordinates3,Count
"(33.795, -84.401)",2
"(33.795, -84.402)",6
"(33.795, -84.403)",4
"(33.795, -84.404)",6
"(33.795, -84.405)",10
"(33.795, -84.406)",2
"(33.795, -84.407)",17
"(33.795, -84.408)",2
"(33.795, -84.409)",40
"(33.795, -84.41)",20
"(33.795, -84.412)",10
"(33.795, -84.413)",15
"(33.795, -84.415)",17
"(33.795, -84.417)",6
"(33.795, -84.421)",10
"(33.795, -84.422)",1
"(33.795, -84.426)",4
"(33.795, -84.429)",2
"(33.795, -84.43)",8
"(33.795, -84.431)",9
"(33.795, -84.45)",30
"(33.795, -84.451)",2
"(33.795, -84.452)",1
"(33.795, -84.469)",21
"(33.795, -84.474)",1
"(33.795, -84.48)",5
"(33.795, -84.481)",6
"(33.795, -84.482)",4
"(33.795, -84.483)",8
"(33.795, -84.484)",7
"(33.795, -84.485)",2
"(33.795, -84.486)",3
"(33.795, -84.489)",5
"(33.795, -84.49)",3
"(33.795, -84.491)",4
"(33.795, -84.492)",1
"(33.795, -84.494)",6
"(33.795, -84.505)",1
"(33.795, -84.506)",2
"(33.796, -84.343)",1
"(33.796, -84.345)",1
"(33.796, -84.346)",6
"(33.796, -84.347)",2
"(33.796, -84.348)",2
"(33.796, -84.349)",1
"(33.796, -84.35)",1
"(33.796, -84.351)",1
"(33.796, -84.352)",2
"(33.796, -84.353)",1
"(33.796, -84.354)",6
"(33.796, -84.355)",3
"(33.796, -84.356)",3
"(33.796, -84.357)",2
"(33.796, -84.358)",2
"(33.796, -84.359)",2
"(33.796, -84.36)",9
"(33.796, -84.361)",1
"(33.796, -84.362)",4
"(33.796, -84.364)",2
"(33.796, -84.365)",4
"(33.796, -84.366)",2
"(33.796, -84.367)",4
"(33.796, -84.368)",7
"(33.796, -84.369)",52
"(33.796, -84.37)",92
"(33.796, -84.371)",37
"(33.796, -84.372)",1
"(33.796, -84.373)",5
"(33.796, -84.374)",1
"(33.796, -84.375)",1
"(33.796, -84.376)",6
"(33.796, -84.377)",2
"(33.796, -84.378)",2
"(33.796, -84.379)",2
"(33.796, -84.38)",1
"(33.796, -84.381)",1
"(33.796, -84.382)",4
"(33.796, -84.383)",3
"(33.796, -84.384)",4
"(33.796, -84.385)",2
"(33.796, -84.386)",5
"(33.796, -84.387)",22
"(33.796, -84.388)",10
"(33.796, -84.389)",4
"(33.796, -84.393)",3
"(33.796, -84.394)",3
"(33.796, -84.397)",64
"(33.796, -84.398)",9
"(33.796, -84.399)",3
"(33.796, -84.4)",8
"(33.796, -84.401)",6
"(33.796, -84.402)",4
"(33.796, -84.403)",3
"(33.796, -84.404)",4
"(33.796, -84.405)",7
"(33.796, -84.406)",2
"(33.796, -84.408)",1
"(33.796, -84.409)",5
"(33.796, -84.412)",2
"(33.796, -84.413)",1
"(33.796, -84.414)",22
"(33.796, -84.415)",23
"(33.796, -84.416)",42
"(33.796, -84.417)",6
"(33.796, -84.418)",1
"(33.796, -84.421)",9
"(33.796, -84.424)",1
"(33.796, -84.425)",6
"(33.796, -84.426)",115
"(33.796, -84.427)",4
"(33.796, -84.428)",15
"(33.796, -84.433)",4
"(33.796, -84.452)",1
"(33.796, -84.475)",1
"(33.796, -84.476)",6
"(33.796, -84.477)",2
"(33.796, -84.478)",2
"(33.796, -84.48)",4
"(33.796, -84.481)",8
"(33.796, -84.482)",6
"(33.796, -84.483)",10
"(33.796, -84.484)",18
"(33.796, -84.485)",15
"(33.796, -84.486)",7
"(33.796, -84.487)",1
"(33.796, -84.489)",8
"(33.796, -84.49)",7
"(33.796, -84.491)",3
"(33.796, -84.492)",5
"(33.796, -84.496)",5
"(33.797, -84.346)",6
"(33.797, -84.347)",1
"(33.797, -84.348)",5
"(33.797, -84.349)",2
"(33.797, -84.35)",4
"(33.797, -84.351)",3
"(33.797, -84.352)",2
"(33.797, -84.353)",5
"(33.797, -84.354)",10
"(33.797, -84.356)",4
"(33.797, -84.359)",5
"(33.797, -84.36)",2
"(33.797, -84.363)",5
"(33.797, -84.365)",1
"(33.797, -84.366)",2
"(33.797, -84.367)",2
"(33.797, -84.368)",14
"(33.797, -84.369)",77
"(33.797, -84.37)",67
"(33.797, -84.374)",3
"(33.797, -84.375)",2
"(33.797, -84.376)",3
"(33.797, -84.377)",1
"(33.797, -84.378)",4
"(33.797, -84.379)",3
"(33.797, -84.38)",1
"(33.797, -84.381)",2
"(33.797, -84.382)",1
"(33.797, -84.383)",2
"(33.797, -84.384)",3
"(33.797, -84.386)",3
"(33.797, -84.387)",2
"(33.797, -84.388)",36
"(33.797, -84.389)",2
"(33.797, -84.39)",11
"(33.797, -84.391)",40
"(33.797, -84.392)",8
"(33.797, -84.397)",4
"(33.797, -84.399)",3
"(33.797, -84.4)",3
"(33.797, -84.401)",3
"(33.797, -84.402)",4
"(33.797, -84.403)",5
"(33.797, -84.404)",2
"(33.797, -84.405)",1
"(33.797, -84.406)",1
"(33.797, -84.407)",300
"(33.797, -84.408)",18
"(33.797, -84.409)",3
"(33.797, -84.411)",22
"(33.797, -84.412)",7
"(33.797, -84.413)",6
"(33.797, -84.414)",4
"(33.797, -84.416)",15
"(33.797, -84.417)",4
"(33.797, -84.418)",28
"(33.797, -84.424)",1
"(33.797, -84.427)",1
"(33.797, -84.428)",22
"(33.797, -84.432)",3
"(33.797, -84.433)",28
"(33.797, -84.451)",1
"(33.797, -84.452)",2
"(33.797, -84.453)",3
"(33.797, -84.457)",1
"(33.797, -84.458)",1
"(33.797, -84.459)",3
"(33.797, -84.46)",4
"(33.797, -84.47)",6
"(33.797, -84.472)",1
"(33.797, -84.475)",13
"(33.797, -84.476)",11
"(33.797, -84.477)",15
"(33.797, -84.478)",9
"(33.797, -84.479)",3
"(33.797, -84.481)",8
"(33.797, -84.482)",11
"(33.797, -84.483)",5
"(33.797, -84.484)",2
"(33.797, -84.485)",2
"(33.797, -84.487)",6
"(33.797, -84.489)",2
"(33.797, -84.49)",3
"(33.797, -84.492)",2
"(33.797, -84.493)",1
"(33.797, -84.496)",1
"(33.797, -84.497)",5
"(33.798, -84.343)",2
"(33.798, -84.344)",2
"(33.798, -84.345)",5
"(33.798, -84.347)",3
"(33.798, -84.348)",1
"(33.798, -84.349)",3
"(33.798, -84.35)",1
"(33.798, -84.351)",2
"(33.798, -84.352)",1
"(33.798, -84.353)",2
"(33.798, -84.354)",2
"(33.798, -84.355)",5
"(33.798, -84.356)",1
"(33.798, -84.358)",1
"(33.798, -84.359)",1
"(33.798, -84.361)",3
"(33.798, -84.362)",2
"(33.798, -84.363)",3
"(33.798, -84.364)",1
"(33.798, -84.366)",1
"(33.798, -84.368)",90
"(33.798, -84.369)",33
"(33.798, -84.37)",40
"(33.798, -84.371)",331
"(33.798, -84.373)",1
"(33.798, -84.374)",5
"(33.798, -84.375)",2
"(33.798, -84.377)",1
"(33.798, -84.378)",3
"(33.798, -84.379)",1
"(33.798, -84.38)",3
"(33.798, -84.381)",1
"(33.798, -84.382)",2
"(33.798, -84.383)",2
"(33.798, -84.384)",6
"(33.798, -84.385)",3
"(33.798, -84.389)",3
"(33.798, -84.39)",15
"(33.798, -84.391)",4
"(33.798, -84.392)",15
"(33.798, -84.397)",1
"(33.798, -84.399)",3
"(33.798, -84.4)",5
"(33.798, -84.401)",3
"(33.798, -84.402)",2
"(33.798, -84.405)",3
"(33.798, -84.406)",21
"(33.798, -84.407)",3
"(33.798, -84.408)",59
"(33.798, -84.409)",4
"(33.798, -84.41)",32
"(33.798, -84.411)",14
"(33.798, -84.412)",5
"(33.798, -84.413)",4
"(33.798, -84.414)",4
"(33.798, -84.415)",4
"(33.798, -84.416)",138
"(33.798, -84.417)",11
"(33.798, -84.418)",4
"(33.798, -84.423)",3
"(33.798, -84.424)",2
"(33.798, -84.427)",1
"(33.798, -84.428)",52
"(33.798, -84.43)",1
"(33.798, -84.431)",1
"(33.798, -84.433)",13
"(33.798, -84.434)",6
"(33.798, -84.435)",2
"(33.798, -84.441)",10
"(33.798, -84.454)",1
"(33.798, -84.457)",7
"(33.798, -84.458)",7
"(33.798, -84.459)",4
"(33.798, -84.466)",4
"(33.798, -84.467)",4
"(33.798, -84.468)",2
"(33.798, -84.47)",7
"(33.798, -84.475)",7
"(33.798, -84.476)",23
"(33.798, -84.477)",9
"(33.798, -84.478)",7
"(33.798, -84.479)",2
"(33.798, -84.48)",3
"(33.798, -84.481)",4
"(33.798, -84.482)",8
"(33.798, -84.483)",1
"(33.798, -84.487)",30
"(33.798, -84.49)",5
"(33.798, -84.492)",1
"(33.798, -84.494)",3
"(33.798, -84.497)",10
"(33.799, -84.342)",1
"(33.799, -84.343)",1
"(33.799, -84.344)",1
"(33.799, -84.345)",1
"(33.799, -84.346)",2
"(33.799, -84.347)",2
"(33.799, -84.348)",1
"(33.799, -84.349)",2
"(33.799, -84.35)",3
"(33.799, -84.351)",5
"(33.799, -84.352)",1
"(33.799, -84.353)",1
"(33.799, -84.355)",2
"(33.799, -84.356)",2
"(33.799, -84.357)",3
"(33.799, -84.358)",2
"(33.799, -84.359)",5
"(33.799, -84.36)",4
"(33.799, -84.361)",2
"(33.799, -84.363)",4
"(33.799, -84.364)",1
"(33.799, -84.365)",1
"(33.799, -84.366)",5
"(33.799, -84.368)",51
"(33.799, -84.369)",1
"(33.799, -84.37)",10
"(33.799, -84.377)",5
"(33.799, -84.378)",6
"(33.799, -84.38)",1
"(33.799, -84.382)",4
"(33.799, -84.383)",1
"(33.799, -84.385)",1
"(33.799, -84.387)",3
"(33.799, -84.388)",12
"(33.799, -84.389)",2
"(33.799, -84.39)",6
"(33.799, -84.391)",35
"(33.799, -84.392)",157
"(33.799, -84.393)",11
"(33.799, -84.394)",12
"(33.799, -84.395)",5
"(33.799, -84.396)",1
"(33.799, -84.397)",3
"(33.799, -84.398)",2
"(33.799, -84.399)",2
"(33.799, -84.4)",3
"(33.799, -84.401)",7
"(33.799, -84.402)",1
"(33.799, -84.404)",1
"(33.799, -84.405)",7
"(33.799, -84.406)",2
"(33.799, -84.407)",4
"(33.799, -84.408)",8
"(33.799, -84.409)",6
"(33.799, -84.41)",8
"(33.799, -84.411)",10
"(33.799, -84.412)",35
"(33.799, -84.413)",25
"(33.799, -84.414)",12
"(33.799, -84.415)",16
"(33.799, -84.416)",16
"(33.799, -84.417)",23
"(33.799, -84.419)",7
"(33.799, -84.42)",3
"(33.799, -84.424)",6
"(33.799, -84.425)",8
"(33.799, -84.426)",37
"(33.799, -84.427)",11
"(33.799, -84.428)",4
"(33.799, -84.43)",2
"(33.799, -84.431)",1
"(33.799, -84.432)",13
"(33.799, -84.437)",1
"(33.799, -84.455)",4
"(33.799, -84.458)",5
"(33.799, -84.46)",1
"(33.799, -84.461)",2
"(33.799, -84.462)",4
"(33.799, -84.465)",6
"(33.799, -84.466)",3
"(33.799, -84.467)",5
"(33.799, -84.468)",12
"(33.799, -84.469)",26
"(33.799, -84.47)",8
"(33.799, -84.472)",28
"(33.799, -84.473)",13
"(33.799, -84.474)",8
"(33.799, -84.476)",18
"(33.799, -84.477)",13
"(33.799, -84.478)",5
"(33.799, -84.479)",9
"(33.799, -84.48)",10
"(33.799, -84.481)",6
"(33.799, -84.482)",2
"(33.799, -84.485)",2
"(33.799, -84.488)",5
"(33.799, -84.489)",1
"(33.799, -84.496)",2
"(33.799, -84.497)",2
"(33.799, -84.5)",1
"(33.8, -84.34)",2
"(33.8, -84.342)",7
"(33.8, -84.343)",1
"(33.8, -84.344)",2
"(33.8, -84.345)",1
"(33.8, -84.346)",5
"(33.8, -84.347)",1
"(33.8, -84.348)",1
"(33.8, -84.349)",3
"(33.8, -84.352)",1
"(33.8, -84.354)",2
"(33.8, -84.355)",2
"(33.8, -84.356)",3
"(33.8, -84.357)",4
"(33.8, -84.359)",1
"(33.8, -84.36)",2
"(33.8, -84.361)",6
"(33.8, -84.362)",2
"(33.8, -84.363)",2
"(33.8, -84.365)",3
"(33.8, -84.366)",2
"(33.8, -84.367)",1
"(33.8, -84.368)",6
"(33.8, -84.369)",7
"(33.8, -84.37)",2
"(33.8, -84.372)",7
"(33.8, -84.373)",9
"(33.8, -84.375)",2
"(33.8, -84.376)",32
"(33.8, -84.378)",1
"(33.8, -84.379)",2
"(33.8, -84.38)",2
"(33.8, -84.383)",3
"(33.8, -84.384)",1
"(33.8, -84.385)",1
"(33.8, -84.389)",1
"(33.8, -84.392)",5
"(33.8, -84.393)",4
"(33.8, -84.394)",3
"(33.8, -84.395)",1
"(33.8, -84.396)",3
"(33.8, -84.398)",1
"(33.8, -84.399)",1
"(33.8, -84.403)",2
"(33.8, -84.406)",1
"(33.8, -84.407)",1
"(33.8, -84.408)",21
"(33.8, -84.409)",8
"(33.8, -84.41)",27
"(33.8, -84.411)",11
"(33.8, -84.412)",19
"(33.8, -84.413)",8
"(33.8, -84.414)",7
"(33.8, -84.415)",6
"(33.8, -84.416)",61
"(33.8, -84.417)",21
"(33.8, -84.418)",5
"(33.8, -84.419)",9
"(33.8, -84.42)",5
"(33.8, -84.424)",4
"(33.8, -84.425)",18
"(33.8, -84.426)",4
"(33.8, -84.427)",9
"(33.8, -84.429)",5
"(33.8, -84.43)",1
"(33.8, -84.431)",5
"(33.8, -84.434)",1
"(33.8, -84.435)",1
"(33.8, -84.456)",3
"(33.8, -84.458)",1
"(33.8, -84.459)",6
"(33.8, -84.46)",12
"(33.8, -84.461)",6
"(33.8, -84.463)",5
"(33.8, -84.464)",5
"(33.8, -84.465)",14
"(33.8, -84.466)",12
"(33.8, -84.467)",17
"(33.8, -84.468)",1
"(33.8, -84.47)",281
"(33.8, -84.472)",1
"(33.8, -84.473)",18
"(33.8, -84.474)",3
"(33.8, -84.476)",8
"(33.8, -84.477)",12
"(33.8, -84.478)",11
"(33.8, -84.479)",26
"(33.8, -84.48)",7
"(33.8, -84.481)",12
"(33.8, -84.482)",9
"(33.8, -84.483)",7
"(33.8, -84.484)",9
"(33.8, -84.485)",6
"(33.8, -84.486)",1
"(33.8, -84.488)",8
"(33.8, -84.493)",14
"(33.8, -84.494)",3
"(33.8, -84.496)",6
"(33.801, -84.326)",1
"(33.801, -84.339)",5
"(33.801, -84.342)",1
"(33.801, -84.343)",4
"(33.801, -84.344)",2
"(33.801, -84.345)",1
"(33.801, -84.346)",3
"(33.801, -84.347)",2
"(33.801, -84.348)",3
"(33.801, -84.349)",5
"(33.801, -84.35)",3
"(33.801, -84.351)",1
"(33.801, -84.353)",1
"(33.801, -84.354)",5
"(33.801, -84.355)",1
"(33.801, -84.356)",2
"(33.801, -84.357)",2
"(33.801, -84.358)",2
"(33.801, -84.36)",3
"(33.801, -84.361)",3
"(33.801, -84.362)",3
"(33.801, -84.363)",5
"(33.801, -84.364)",3
"(33.801, -84.366)",5
"(33.801, -84.367)",3
"(33.801, -84.368)",5
"(33.801, -84.369)",4
"(33.801, -84.371)",3
"(33.801, -84.372)",12
"(33.801, -84.373)",65
"(33.801, -84.374)",4
"(33.801, -84.375)",3
"(33.801, -84.376)",5
"(33.801, -84.379)",2
"(33.801, -84.38)",2
"(33.801, -84.382)",1
"(33.801, -84.383)",1
"(33.801, -84.385)",1
"(33.801, -84.386)",1
"(33.801, -84.393)",41
"(33.801, -84.395)",18
"(33.801, -84.396)",6
"(33.801, -84.397)",22
"(33.801, -84.398)",2
"(33.801, -84.401)",1
"(33.801, -84.405)",5
"(33.801, -84.406)",36
"(33.801, -84.407)",61
"(33.801, -84.408)",142
"(33.801, -84.409)",169
"(33.801, -84.41)",11
"(33.801, -84.411)",11
"(33.801, -84.412)",3
"(33.801, -84.413)",2
"(33.801, -84.415)",21
"(33.801, -84.416)",233
"(33.801, -84.417)",8
"(33.801, -84.418)",2
"(33.801, -84.419)",16
"(33.801, -84.42)",32
"(33.801, -84.421)",16
"(33.801, -84.422)",35
"(33.801, -84.423)",1
"(33.801, -84.424)",10
"(33.801, -84.425)",4
"(33.801, -84.426)",143
"(33.801, -84.427)",9
"(33.801, -84.428)",4
"(33.801, -84.429)",3
"(33.801, -84.431)",10
"(33.801, -84.432)",8
"(33.801, -84.433)",4
"(33.801, -84.434)",3
"(33.801, -84.435)",23
"(33.801, -84.436)",5
"(33.801, -84.438)",6
"(33.801, -84.442)",9
"(33.801, -84.443)",2
"(33.801, -84.458)",7
"(33.801, -84.459)",6
"(33.801, -84.46)",13
"(33.801, -84.461)",9
"(33.801, -84.462)",4
"(33.801, -84.463)",14
"(33.801, -84.464)",5
"(33.801, -84.465)",3
"(33.801, -84.466)",109
"(33.801, -84.468)",37
"(33.801, -84.476)",7
"(33.801, -84.477)",4
"(33.801, -84.478)",9
"(33.801, -84.479)",14
"(33.801, -84.48)",11
"(33.801, -84.481)",6
"(33.801, -84.482)",14
"(33.801, -84.483)",13
"(33.801, -84.484)",2
"(33.801, -84.485)",5
"(33.801, -84.486)",8
"(33.801, -84.487)",3
"(33.801, -84.488)",3
"(33.801, -84.492)",3
"(33.801, -84.494)",3
"(33.802, -84.339)",1
"(33.802, -84.34)",1
"(33.802, -84.341)",1
"(33.802, -84.342)",5
"(33.802, -84.344)",2
"(33.802, -84.345)",1
"(33.802, -84.346)",3
"(33.802, -84.347)",2
"(33.802, -84.35)",6
"(33.802, -84.351)",1
"(33.802, -84.352)",3
"(33.802, -84.353)",3
"(33.802, -84.354)",2
"(33.802, -84.355)",6
"(33.802, -84.356)",3
"(33.802, -84.359)",1
"(33.802, -84.36)",1
"(33.802, -84.361)",4
"(33.802, -84.362)",2
"(33.802, -84.363)",4
"(33.802, -84.364)",2
"(33.802, -84.365)",3
"(33.802, -84.366)",2
"(33.802, -84.368)",5
"(33.802, -84.37)",2
"(33.802, -84.371)",4
"(33.802, -84.372)",1
"(33.802, -84.373)",4
"(33.802, -84.374)",3
"(33.802, -84.377)",5
"(33.802, -84.379)",2
"(33.802, -84.381)",4
"(33.802, -84.382)",1
"(33.802, -84.389)",1
"(33.802, -84.392)",88
"(33.802, -84.393)",64
"(33.802, -84.394)",18
"(33.802, -84.395)",1
"(33.802, -84.396)",10
"(33.802, -84.397)",4
"(33.802, -84.398)",8
"(33.802, -84.399)",5
"(33.802, -84.4)",6
"(33.802, -84.401)",2
"(33.802, -84.407)",32
"(33.802, -84.408)",13
"(33.802, -84.41)",3
"(33.802, -84.411)",98
"(33.802, -84.413)",13
"(33.802, -84.415)",37
"(33.802, -84.416)",14
"(33.802, -84.417)",5
"(33.802, -84.42)",23
"(33.802, -84.421)",48
"(33.802, -84.422)",67
"(33.802, -84.423)",3
"(33.802, -84.426)",1
"(33.802, -84.429)",2
"(33.802, -84.431)",4
"(33.802, -84.432)",7
"(33.802, -84.433)",1
"(33.802, -84.434)",4
"(33.802, -84.435)",2
"(33.802, -84.436)",66
"(33.802, -84.437)",9
"(33.802, -84.438)",6
"(33.802, -84.439)",16
"(33.802, -84.44)",5
"(33.802, -84.441)",4
"(33.802, -84.442)",5
"(33.802, -84.443)",3
"(33.802, -84.444)",5
"(33.802, -84.446)",4
"(33.802, -84.458)",1
"(33.802, -84.459)",7
"(33.802, -84.46)",12
"(33.802, -84.461)",10
"(33.802, -84.462)",7
"(33.802, -84.463)",4
"(33.802, -84.464)",11
"(33.802, -84.465)",9
"(33.802, -84.466)",17
"(33.802, -84.467)",5
"(33.802, -84.47)",1
"(33.802, -84.471)",9
"(33.802, -84.475)",2
"(33.802, -84.476)",6
"(33.802, -84.477)",2
"(33.802, -84.478)",3
"(33.802, -84.479)",8
"(33.802, -84.48)",3
"(33.802, -84.481)",7
"(33.802, -84.482)",3
"(33.802, -84.483)",1
"(33.802, -84.484)",4
"(33.802, -84.485)",8
"(33.802, -84.486)",6
"(33.802, -84.492)",3
"(33.802, -84.495)",1
"(33.802, -84.496)",1
"(33.802, -84.497)",6
"(33.803, -84.338)",2
"(33.803, -84.339)",3
"(33.803, -84.34)",5
"(33.803, -84.342)",3
"(33.803, -84.343)",3
"(33.803, -84.344)",1
"(33.803, -84.345)",2
"(33.803, -84.346)",7
"(33.803, -84.347)",2
"(33.803, -84.348)",3
"(33.803, -84.35)",5
"(33.803, -84.352)",2
"(33.803, -84.354)",6
"(33.803, -84.355)",2
"(33.803, -84.356)",2
"(33.803, -84.359)",4
"(33.803, -84.36)",3
"(33.803, -84.361)",2
"(33.803, -84.362)",3
"(33.803, -84.363)",3
"(33.803, -84.365)",4
"(33.803, -84.367)",6
"(33.803, -84.368)",2
"(33.803, -84.369)",3
"(33.803, -84.37)",3
"(33.803, -84.371)",6
"(33.803, -84.372)",6
"(33.803, -84.373)",3
"(33.803, -84.374)",3
"(33.803, -84.375)",1
"(33.803, -84.382)",1
"(33.803, -84.389)",1
"(33.803, -84.39)",2
"(33.803, -84.392)",8
"(33.803, -84.393)",34
"(33.803, -84.394)",109
"(33.803, -84.395)",2
"(33.803, -84.398)",144
"(33.803, -84.399)",40
"(33.803, -84.4)",6
"(33.803, -84.401)",101
"(33.803, -84.404)",1
"(33.803, -84.405)",1
"(33.803, -84.406)",1
"(33.803, -84.408)",11
"(33.803, -84.412)",35
"(33.803, -84.414)",15
"(33.803, -84.415)",18
"(33.803, -84.416)",1
"(33.803, -84.417)",2
"(33.803, -84.419)",3
"(33.803, -84.42)",14
"(33.803, -84.421)",13
"(33.803, -84.422)",9
"(33.803, -84.423)",2
"(33.803, -84.424)",7
"(33.803, -84.427)",46
"(33.803, -84.428)",7
"(33.803, -84.429)",19
"(33.803, -84.43)",5
"(33.803, -84.431)",1
"(33.803, -84.432)",5
"(33.803, -84.433)",7
"(33.803, -84.434)",6
"(33.803, -84.435)",4
"(33.803, -84.436)",4
"(33.803, -84.437)",4
"(33.803, -84.438)",12
"(33.803, -84.439)",2
"(33.803, -84.44)",6
"(33.803, -84.441)",1
"(33.803, -84.443)",4
"(33.803, -84.444)",6
"(33.803, -84.445)",5
"(33.803, -84.446)",3
"(33.803, -84.458)",1
"(33.803, -84.465)",2
"(33.803, -84.466)",7
"(33.803, -84.467)",7
"(33.803, -84.468)",33
"(33.803, -84.469)",13
"(33.803, -84.47)",3
"(33.803, -84.471)",20
"(33.803, -84.473)",5
"(33.803, -84.474)",4
"(33.803, -84.475)",5
"(33.803, -84.476)",1
"(33.803, -84.479)",2
"(33.803, -84.482)",9
"(33.803, -84.483)",4
"(33.803, -84.484)",8
"(33.804, -84.338)",4
"(33.804, -84.339)",2
"(33.804, -84.341)",1
"(33.804, -84.342)",1
"(33.804, -84.344)",1
"(33.804, -84.348)",8
"(33.804, -84.352)",5
"(33.804, -84.355)",2
"(33.804, -84.356)",1
"(33.804, -84.357)",2
"(33.804, -84.358)",8
"(33.804, -84.359)",1
"(33.804, -84.36)",5
"(33.804, -84.361)",3
"(33.804, -84.362)",2
"(33.804, -84.363)",3
"(33.804, -84.364)",1
"(33.804, -84.365)",2
"(33.804, -84.366)",4
"(33.804, -84.367)",28
"(33.804, -84.368)",6
"(33.804, -84.369)",1
"(33.804, -84.37)",3
"(33.804, -84.371)",3
"(33.804, -84.372)",3
"(33.804, -84.373)",4
"(33.804, -84.374)",8
"(33.804, -84.375)",2
"(33.804, -84.38)",2
"(33.804, -84.381)",1
"(33.804, -84.382)",1
"(33.804, -84.387)",1
"(33.804, -84.388)",2
"(33.804, -84.389)",2
"(33.804, -84.391)",4
"(33.804, -84.392)",5
"(33.804, -84.393)",48
"(33.804, -84.394)",100
"(33.804, -84.395)",1
"(33.804, -84.396)",7
"(33.804, -84.397)",5
"(33.804, -84.398)",4
"(33.804, -84.399)",2
"(33.804, -84.4)",1
"(33.804, -84.401)",3
"(33.804, -84.404)",3
"(33.804, -84.405)",3
"(33.804, -84.406)",3
"(33.804, -84.407)",2
"(33.804, -84.408)",41
"(33.804, -84.409)",13
"(33.804, -84.413)",2631
"(33.804, -84.414)",11
"(33.804, -84.415)",56
"(33.804, -84.416)",8
"(33.804, -84.417)",5
"(33.804, -84.418)",2
"(33.804, -84.419)",4
"(33.804, -84.42)",1
"(33.804, -84.421)",1
"(33.804, -84.422)",5
"(33.804, -84.423)",7
"(33.804, -84.424)",2
"(33.804, -84.427)",29
"(33.804, -84.428)",19
"(33.804, -84.43)",2
"(33.804, -84.431)",1
"(33.804, -84.432)",8
"(33.804, -84.433)",2
"(33.804, -84.434)",5
"(33.804, -84.435)",1
"(33.804, -84.436)",3
"(33.804, -84.437)",6
"(33.804, -84.438)",32
"(33.804, -84.442)",1
"(33.804, -84.443)",1
"(33.804, -84.444)",3
"(33.804, -84.445)",2
"(33.804, -84.46)",2
"(33.804, -84.462)",4
"(33.804, -84.465)",3
"(33.804, -84.466)",34
"(33.804, -84.467)",8
"(33.804, -84.468)",21
"(33.804, -84.469)",4
"(33.804, -84.47)",10
"(33.804, -84.471)",2
"(33.804, -84.472)",4
"(33.804, -84.473)",2
"(33.804, -84.474)",2
"(33.804, -84.482)",1
"(33.804, -84.483)",2
"(33.804, -84.484)",2
"(33.804, -84.486)",2
"(33.804, -84.493)",3
"(33.804, -84.495)",14
"(33.805, -84.339)",4
"(33.805, -84.351)",2
"(33.805, -84.353)",2
"(33.805, -84.354)",2
"(33.805, -84.355)",1
"(33.805, -84.36)",6
"(33.805, -84.363)",2
"(33.805, -84.364)",1
"(33.805, -84.365)",1
"(33.805, -84.366)",1
"(33.805, -84.367)",47
"(33.805, -84.368)",1
"(33.805, -84.369)",1
"(33.805, -84.37)",2
"(33.805, -84.371)",2
"(33.805, -84.373)",7
"(33.805, -84.374)",2
"(33.805, -84.375)",8
"(33.805, -84.388)",1
"(33.805, -84.389)",1
"(33.805, -84.391)",1
"(33.805, -84.392)",6
"(33.805, -84.393)",8
"(33.805, -84.394)",73
"(33.805, -84.395)",2
"(33.805, -84.396)",5
"(33.805, -84.397)",2
"(33.805, -84.398)",2
"(33.805, -84.399)",3
"(33.805, -84.403)",4
"(33.805, -84.404)",3
"(33.805, -84.407)",1
"(33.805, -84.408)",4
"(33.805, -84.409)",4
"(33.805, -84.41)",1
"(33.805, -84.411)",2
"(33.805, -84.413)",26
"(33.805, -84.414)",4
"(33.805, -84.415)",36
"(33.805, -84.417)",3
"(33.805, -84.418)",1
"(33.805, -84.419)",5
"(33.805, -84.421)",2
"(33.805, -84.422)",2
"(33.805, -84.423)",1
"(33.805, -84.424)",6
"(33.805, -84.425)",1
"(33.805, -84.427)",2
"(33.805, -84.429)",10
"(33.805, -84.43)",10
"(33.805, -84.431)",10
"(33.805, -84.432)",5
"(33.805, -84.433)",2
"(33.805, -84.436)",5
"(33.805, -84.437)",8
"(33.805, -84.438)",13
"(33.805, -84.445)",6
"(33.805, -84.446)",1
"(33.805, -84.448)",5
"(33.805, -84.45)",2
"(33.805, -84.462)",50
"(33.805, -84.465)",1
"(33.805, -84.466)",11
"(33.805, -84.467)",7
"(33.805, -84.468)",8
"(33.805, -84.469)",11
"(33.805, -84.47)",5
"(33.805, -84.471)",7
"(33.805, -84.476)",2
"(33.806, -84.35)",2
"(33.806, -84.351)",1
"(33.806, -84.353)",3
"(33.806, -84.354)",4
"(33.806, -84.36)",5
"(33.806, -84.361)",4
"(33.806, -84.362)",1
"(33.806, -84.363)",3
"(33.806, -84.365)",6
"(33.806, -84.366)",35
"(33.806, -84.367)",42
"(33.806, -84.368)",20
"(33.806, -84.369)",6
"(33.806, -84.37)",4
"(33.806, -84.371)",3
"(33.806, -84.372)",3
"(33.806, -84.373)",2
"(33.806, -84.374)",3
"(33.806, -84.375)",9
"(33.806, -84.376)",4
"(33.806, -84.383)",3
"(33.806, -84.387)",1
"(33.806, -84.391)",2
"(33.806, -84.393)",13
"(33.806, -84.394)",217
"(33.806, -84.395)",3
"(33.806, -84.396)",3
"(33.806, -84.398)",1
"(33.806, -84.399)",5
"(33.806, -84.402)",2
"(33.806, -84.403)",1
"(33.806, -84.405)",1
"(33.806, -84.406)",3
